InstID,Walk,GPA,SATMath,SATReading,SATWriting,ACT
166939,00,3.7,NULL,NULL,NULL,NULL
166948,00,2.6,490,490,490,20
166984,00,2.9,NULL,NULL,NULL,NULL
167057,00,2.5,NULL,NULL,NULL,NULL
167251,00,3.4,460,480,460,NULL
167260,00,2.6,530,500,492,23
167288,00,3.1,550,580,NULL,25
167321,00,3.4,NULL,NULL,NULL,NULL
167358,00,3.0,750,730,720,33
167394,00,3.2,520,520,530,22
167455,00,2.7,420,440,440,NULL
167598,00,3.0,540,520,520,23
167677,00,2.6,NULL,NULL,NULL,NULL
167729,00,3.1,540,540,NULL,24
167783,00,3.4,620,630,640,28
167835,00,3.9,NULL,NULL,NULL,NULL
167899,00,3.1,580,550,NULL,25
167987,00,3.4,590,570,560,25
167996,00,3.3,620,610,620,28
168005,00,2.9,570,560,560,25
168148,00,2.5,770,750,770,33
168218,00,2.7,750,760,760,33
168227,00,3.0,630,580,560,27
168254,00,3.3,610,570,NULL,26
168263,00,3.1,550,540,NULL,22
168281,00,3.5,NULL,NULL,NULL,NULL
168290,00,3.1,540,550,540,25
168342,00,2.9,780,780,780,34
168421,00,3.9,NULL,NULL,NULL,NULL
168430,00,3.2,560,550,540,24
168528,00,3.2,440,530,NULL,24
168546,00,3.5,590,580,NULL,28
168591,00,3.5,630,550,630,27
168740,00,3.5,600,620,580,26
168786,00,3.5,NULL,NULL,NULL,26
169080,00,3.7,660,650,NULL,29
169248,00,3.3,563,550,NULL,24
169327,00,3.0,535,565,525,23
169363,00,2.2,NULL,NULL,NULL,24
169442,00,3.2,NULL,NULL,NULL,25
169479,00,3.1,NULL,NULL,NULL,NULL
169716,00,3.4,640,610,610,28
169798,00,3.2,570,570,540,24
169910,00,3.0,NULL,NULL,NULL,24
169983,00,3.6,660,630,NULL,29
170000,00,2.9,NULL,NULL,NULL,NULL
170037,00,3.5,570,605,593,26
170082,00,3.5,620,590,585,26
170091,00,2.8,NULL,NULL,NULL,NULL
170301,00,3.7,680,660,NULL,29
170532,00,2.5,690,670,650,30
170639,00,3.2,590,570,570,25
170675,00,3.4,630,630,580,28
170806,00,3.3,640,630,570,25
170842,00,3.0,NULL,NULL,NULL,18
170967,00,2.8,NULL,NULL,NULL,24
170976,00,3.8,760,720,730,32
171100,00,3.6,690,580,580,28
171128,00,3.6,680,650,615,29
171137,00,3.5,660,NULL,600,27
171146,00,3.3,648,675,673,24
171456,00,3.1,NULL,NULL,NULL,25
171492,00,3.2,570,580,NULL,24
171571,00,3.4,NULL,NULL,NULL,26
171599,00,2.7,480,420,NULL,22
171881,00,3.2,580,550,560,25
172033,00,2.9,NULL,NULL,NULL,NULL
172051,00,2.9,NULL,NULL,NULL,24
172264,00,3.2,537,560,NULL,23
172334,00,3.4,570,575,540,26
172440,00,2.6,NULL,NULL,NULL,22
172608,00,2.9,NULL,NULL,NULL,NULL
172644,00,3.2,NULL,NULL,NULL,26
172699,00,3.3,NULL,NULL,NULL,25
173045,00,3.2,590,623,NULL,25
173124,00,3.1,NULL,NULL,NULL,23
173142,00,3.3,NULL,NULL,NULL,26
173160,00,2.9,610,640,NULL,28
173258,00,3.1,770,750,750,33
173300,00,3.6,630,650,NULL,28
173328,00,3.2,560,550,540,24
173452,00,3.5,NULL,NULL,NULL,27
173647,00,3.7,660,680,NULL,30
173665,00,3.5,600,640,610,27
173887,00,3.1,NULL,NULL,NULL,NULL
173902,00,2.8,710,740,720,32
173920,00,2.8,NULL,NULL,NULL,24
174020,00,3.1,NULL,NULL,NULL,NULL
174066,00,3.5,740,690,670,30
174075,00,3.2,530,500,510,24
174127,00,3.1,580,620,600,26
174206,00,2.5,NULL,NULL,NULL,NULL
174233,00,3.4,620,590,570,26
174251,00,3.6,640,690,640,28
174279,00,3.3,NULL,NULL,NULL,NULL
174358,00,3.0,590,560,NULL,25
174394,00,3.1,NULL,NULL,NULL,NULL
174437,00,3.1,560,550,NULL,26
174491,00,2.8,673,640,NULL,27
174507,00,3.4,NULL,NULL,NULL,NULL
174747,00,3.7,608,570,595,28
174783,00,3.1,590,548,NULL,24
174792,00,3.5,625,610,575,28
174817,00,3.2,590,550,NULL,26
174844,00,3.6,710,710,690,31
174862,00,3.4,455,435,NULL,24
174899,00,3.5,500,530,510,26
174914,00,3.6,640,640,NULL,28
174932,00,3.1,NULL,NULL,NULL,NULL
175005,00,3.6,550,620,NULL,25
175078,00,3.0,NULL,NULL,NULL,24
175272,00,3.3,NULL,NULL,NULL,25
175342,00,3.0,480,460,NULL,19
175421,00,3.3,560,620,NULL,25
175430,00,2.8,470,540,590,25
175616,00,3.1,570,475,NULL,22
175856,00,2.9,NULL,NULL,NULL,21
175980,00,3.5,620,630,NULL,28
176017,00,3.5,600,590,NULL,27
176026,00,3.2,NULL,NULL,NULL,NULL
176035,00,3.3,640,480,NULL,24
176044,00,2.7,NULL,NULL,NULL,19
176053,00,3.5,583,593,NULL,27
176080,00,3.3,630,620,NULL,28
176318,00,2.7,440,360,360,14
176372,00,3.1,560,550,NULL,27
176406,00,2.6,447,537,NULL,21
176479,00,3.5,NULL,NULL,NULL,28
176628,00,3.2,560,580,NULL,24
176664,00,3.4,NULL,NULL,NULL,NULL
176789,00,2.6,573,620,580,26
176910,00,3.0,NULL,NULL,NULL,NULL
176938,00,3.3,NULL,NULL,NULL,NULL
176947,00,3.2,540,480,470,24
176965,00,3.3,NULL,NULL,NULL,24
177038,00,3.4,NULL,NULL,NULL,NULL
177065,00,3.7,NULL,NULL,NULL,NULL
177083,00,3.1,NULL,NULL,NULL,29
177144,00,3.1,540,540,NULL,23
177162,00,3.3,NULL,NULL,NULL,NULL
177214,00,3.7,615,650,605,28
177339,00,2.5,570,600,590,26
177418,00,3.2,610,600,590,25
177542,00,2.5,520,620,NULL,25
177551,00,2.9,NULL,NULL,NULL,NULL
177719,00,2.8,NULL,NULL,NULL,NULL
177746,00,2.7,530,600,550,27
177816,00,2.6,NULL,NULL,NULL,NULL
177940,00,2.9,NULL,NULL,NULL,NULL
177968,00,3.2,580,550,520,25
177986,00,2.7,NULL,NULL,NULL,NULL
178059,00,3.7,610,610,NULL,27
178208,00,2.6,540,630,NULL,25
178226,00,3.0,NULL,NULL,NULL,NULL
178244,00,2.8,540,500,NULL,24
178341,00,3.2,NULL,NULL,NULL,24
178369,00,3.1,460,440,460,21
178387,00,2.6,NULL,NULL,NULL,NULL
178396,00,3.4,650,640,NULL,28
178402,00,3.3,670,NULL,660,27
178411,00,3.6,690,670,NULL,31
178420,00,3.5,590,NULL,NULL,26
178615,00,2.8,650,680,NULL,30
178624,00,3.4,600,570,NULL,25
178679,00,3.3,NULL,NULL,NULL,NULL
178697,00,3.3,548,560,548,25
178721,00,2.8,NULL,NULL,NULL,NULL
178767,00,2.5,NULL,NULL,NULL,NULL
178989,00,3.2,NULL,NULL,NULL,NULL
179043,00,3.7,649,640,NULL,28
179159,00,3.1,680,640,NULL,30
179256,00,2.8,NULL,NULL,NULL,23
179326,00,3.5,560,550,NULL,26
179450,00,3.4,NULL,NULL,NULL,NULL
179548,00,3.3,580,630,590,26
179557,00,3.3,595,555,NULL,25
179566,00,3.6,620,600,NULL,26
179867,00,2.5,790,760,770,34
179894,00,3.5,600,650,590,27
179946,00,3.5,610,550,530,27
179955,00,3.7,645,670,NULL,28
179964,00,3.5,547,590,NULL,26
180106,00,3.5,610,620,590,26
180179,00,3.4,NULL,NULL,NULL,NULL
180258,00,2.6,NULL,NULL,NULL,NULL
180416,00,3.5,610,620,580,27
180461,00,3.3,630,630,600,27
180489,00,2.7,590,620,590,26
180522,00,3.0,505,490,485,22
180595,00,3.3,570,560,555,25
180692,00,3.4,NULL,NULL,NULL,NULL
180814,00,3.4,NULL,NULL,NULL,NULL
180832,00,2.6,NULL,NULL,NULL,26
180878,00,3.4,NULL,NULL,NULL,24
180948,00,3.1,NULL,NULL,NULL,NULL
180984,00,2.7,610,570,NULL,27
181002,00,3.8,660,640,620,30
181020,00,3.5,535,515,490,26
181093,00,2.9,528,465,498,24
181127,00,3.4,530,540,NULL,26
181215,00,3.4,550,520,NULL,25
181297,00,3.4,NULL,NULL,NULL,25
181330,00,3.4,NULL,NULL,NULL,23
181376,00,3.0,NULL,NULL,NULL,NULL
181394,00,3.4,NULL,NULL,NULL,26
181428,00,2.5,NULL,NULL,NULL,NULL
181446,00,3.4,600,610,NULL,26
181464,00,3.0,670,660,NULL,28
181534,00,3.1,NULL,NULL,NULL,NULL
181543,00,3.1,NULL,NULL,NULL,NULL
181604,00,3.6,NULL,NULL,NULL,26
181738,00,3.5,570,NULL,570,26
181783,00,3.4,NULL,NULL,NULL,NULL
181853,00,2.8,500,510,NULL,22
182111,00,3.2,NULL,NULL,NULL,NULL
182281,00,3.2,560,550,530,24
182290,00,3.4,600,590,560,26
182458,00,3.1,NULL,NULL,NULL,NULL
182634,00,3.2,NULL,NULL,NULL,NULL
182661,00,3.4,550,550,550,22
182670,00,3.1,780,780,790,34
182795,00,3.4,550,530,520,21
182917,00,3.2,NULL,NULL,NULL,NULL
182980,00,2.7,NULL,NULL,NULL,NULL
183026,00,3.0,540,520,530,NULL
183044,00,3.5,610,590,NULL,NULL
183062,00,2.9,540,540,540,NULL
183071,00,2.7,560,580,560,NULL
183080,00,2.9,540,530,520,23
183211,00,3.3,510,500,510,21
183239,00,3.2,620,610,620,27
183257,00,2.8,NULL,NULL,NULL,NULL
183275,00,2.5,NULL,NULL,NULL,NULL
183789,00,3.2,NULL,NULL,NULL,NULL
183804,00,3.0,NULL,NULL,NULL,NULL
183822,00,2.6,470,440,NULL,NULL
183910,00,3.5,540,520,NULL,25
183974,00,3.3,550,540,540,23
184269,00,2.9,NULL,NULL,NULL,NULL
184348,00,3.3,610,610,610,27
184603,00,3.2,550,530,540,NULL
184612,00,2.9,500,480,480,23
184694,00,3.1,570,560,560,NULL
184773,00,3.4,510,500,500,NULL
184782,00,3.3,640,600,580,NULL
185129,00,3.5,520,493,NULL,NULL
185262,00,3.0,510,490,NULL,NULL
185572,00,3.4,590,560,570,25
185590,00,3.2,540,520,530,NULL
185828,00,2.9,660,590,590,29
186131,00,3.9,800,800,790,35
186186,00,3.0,NULL,NULL,NULL,NULL
186201,00,3.3,610,590,590,26
186283,00,3.3,580,570,570,25
186371,00,2.8,580,560,560,NULL
186380,00,2.9,690,640,650,NULL
186399,00,3.2,608,550,560,NULL
186432,00,3.0,510,490,490,21
186584,00,3.1,620,600,600,27
186618,00,3.0,480,480,490,NULL
186867,00,3.3,720,670,NULL,32
186876,00,2.7,600,570,570,24
186900,00,3.3,NULL,NULL,NULL,NULL
187046,00,3.4,NULL,NULL,NULL,NULL
187134,00,2.8,680,660,670,NULL
187222,00,3.0,NULL,NULL,NULL,NULL
187444,00,3.1,560,540,NULL,NULL
187648,00,3.2,540,540,NULL,22
187897,00,2.9,NULL,NULL,NULL,NULL
187967,00,3.7,680,670,NULL,29
187985,00,3.3,600,610,NULL,25
188030,00,3.1,540,540,520,24
188146,00,2.9,570,570,570,24
188182,00,3.4,NULL,NULL,NULL,NULL
188304,00,3.0,NULL,NULL,NULL,NULL
188429,00,3.5,620,600,610,24
188526,00,3.7,650,620,620,29
188641,00,3.2,610,590,NULL,27
189088,00,3.5,NULL,NULL,NULL,NULL
189097,00,3.8,710,730,740,32
189228,00,3.0,NULL,NULL,NULL,NULL
189264,00,2.5,NULL,NULL,NULL,NULL
189273,00,3.1,NULL,NULL,NULL,NULL
189705,00,3.6,610,590,NULL,27
189848,00,3.2,NULL,NULL,NULL,NULL
189857,00,3.2,NULL,NULL,NULL,NULL
190044,00,3.6,665,620,600,28
190099,00,3.6,740,720,NULL,32
190114,00,3.2,NULL,NULL,NULL,NULL
190150,00,3.4,790,780,780,34
190248,00,3.1,505,500,480,20
190372,00,3.6,780,710,730,33
190415,00,2.8,780,740,750,34
190512,00,2.9,690,630,NULL,NULL
190549,00,3.0,620,580,NULL,NULL
190558,00,2.6,560,530,NULL,NULL
190567,00,2.8,640,590,NULL,NULL
190576,00,2.7,NULL,NULL,NULL,NULL
190594,00,3.1,640,620,NULL,NULL
190600,00,2.7,530,510,NULL,NULL
190637,00,2.9,570,530,NULL,NULL
190664,00,3.6,610,570,NULL,NULL
190691,00,3.1,510,470,NULL,NULL
190716,00,3.4,560,580,540,25
190725,00,3.6,NULL,NULL,NULL,NULL
190761,00,2.8,480,490,480,23
190770,00,2.7,NULL,NULL,NULL,NULL
190983,00,3.2,580,570,NULL,27
191205,00,2.9,500,500,490,23
191241,00,3.6,680,670,680,30
191515,00,3.4,740,730,730,33
191533,00,3.2,610,620,600,27
191621,00,3.1,NULL,NULL,NULL,NULL
191630,00,3.3,NULL,NULL,NULL,NULL
191649,00,3.5,630,630,NULL,28
191676,00,3.5,605,630,600,28
191931,00,3.0,560,550,NULL,24
191968,00,2.7,NULL,NULL,NULL,NULL
192040,00,2.8,680,720,710,32
192110,00,2.8,NULL,NULL,NULL,NULL
192165,00,2.8,NULL,NULL,NULL,NULL
192192,00,3.1,NULL,NULL,NULL,NULL
192271,00,2.7,480,490,NULL,22
192323,00,3.4,600,570,NULL,26
192439,00,3.4,540,500,500,22
192448,00,2.6,540,520,530,23
192563,00,2.8,NULL,NULL,NULL,NULL
192624,00,2.8,NULL,NULL,NULL,NULL
192703,00,3.0,610,580,580,27
192712,00,2.5,NULL,NULL,NULL,NULL
192749,00,3.0,590,590,580,NULL
192819,00,3.3,NULL,NULL,NULL,NULL
192864,00,3.4,560,590,590,26
192925,00,2.7,490,480,NULL,NULL
193016,00,2.9,NULL,NULL,NULL,NULL
193052,00,3.0,NULL,NULL,NULL,NULL
193061,00,3.3,NULL,NULL,NULL,NULL
193070,00,2.7,NULL,NULL,NULL,NULL
193247,00,3.3,NULL,NULL,NULL,NULL
193292,00,3.0,580,560,570,25
193353,00,3.1,550,540,NULL,24
193399,00,3.3,500,500,510,23
193584,00,2.9,NULL,NULL,NULL,NULL
193645,00,3.4,535,520,510,25
193654,00,3.4,605,635,NULL,28
193900,00,3.6,740,720,730,32
193973,00,3.4,570,550,NULL,25
194091,00,3.5,600,550,NULL,24
194161,00,2.7,520,535,NULL,22
194189,00,2.9,NULL,NULL,NULL,NULL
194310,00,3.3,570,570,NULL,25
194392,00,3.3,530,530,NULL,25
194541,00,2.5,740,660,650,32
194569,00,2.7,530,600,570,18
194578,00,3.6,640,630,620,28
194657,00,3.1,NULL,NULL,NULL,NULL
194666,00,3.0,NULL,NULL,NULL,NULL
194675,00,3.2,NULL,NULL,NULL,NULL
194693,00,2.7,NULL,NULL,NULL,NULL
194718,00,3.1,NULL,NULL,NULL,NULL
194736,00,3.1,NULL,NULL,NULL,NULL
194763,00,3.1,NULL,NULL,NULL,NULL
194824,00,3.8,768,720,NULL,31
194958,00,3.4,580,590,560,25
195003,00,3.6,680,640,630,31
195030,00,3.8,750,700,700,32
195128,00,3.2,NULL,NULL,NULL,NULL
195164,00,2.8,600,580,570,27
195173,00,3.2,520,510,520,NULL
195216,00,3.5,NULL,NULL,NULL,NULL
195234,00,3.2,NULL,NULL,NULL,NULL
195243,00,2.5,530,520,510,20
195304,00,3.6,NULL,NULL,NULL,NULL
195438,00,3.0,NULL,NULL,NULL,NULL
195474,00,3.5,620,600,590,27
195526,00,3.0,670,680,690,30
195544,00,3.2,580,570,560,25
195720,00,3.5,600,570,560,27
195809,00,3.4,620,590,NULL,27
196042,00,3.3,540,510,NULL,23
196060,00,3.5,610,580,NULL,26
196079,00,3.6,710,675,670,30
196088,00,3.2,660,600,NULL,28
196097,00,3.8,700,650,650,30
196103,00,3.8,640,620,NULL,27
196112,00,2.8,580,550,NULL,26
196121,00,3.1,590,570,550,26
196130,00,2.7,540,520,NULL,NULL
196149,00,3.4,580,550,NULL,25
196158,00,3.3,580,570,NULL,26
196167,00,2.9,700,690,NULL,29
196176,00,3.4,610,610,600,27
196185,00,3.4,600,580,580,25
196194,00,3.5,590,590,NULL,26
196200,00,3.2,NULL,NULL,NULL,NULL
196219,00,3.2,580,600,600,26
196237,00,3.1,550,530,520,22
196246,00,3.2,570,550,NULL,24
196255,00,2.7,NULL,NULL,NULL,NULL
196264,00,2.6,NULL,NULL,NULL,NULL
196291,00,2.5,600,570,560,26
196307,00,3.0,NULL,NULL,NULL,NULL
196413,00,3.6,650,620,630,28
196431,00,3.2,NULL,NULL,NULL,NULL
196440,00,2.9,NULL,NULL,NULL,NULL
196583,00,2.7,NULL,NULL,NULL,NULL
196592,00,3.5,NULL,NULL,NULL,NULL
196680,00,3.3,NULL,NULL,NULL,NULL
196866,00,3.5,720,680,690,31
197018,00,2.8,NULL,NULL,NULL,NULL
197027,00,3.0,NULL,NULL,NULL,NULL
197036,00,3.3,690,695,665,30
197045,00,2.9,530,520,500,23
197133,00,3.8,730,740,750,33
197151,00,3.4,580,570,507,26
197197,00,3.6,640,630,620,27
197221,00,2.6,765,745,705,NULL
197230,00,3.5,590,600,560,26
197601,00,3.1,NULL,NULL,NULL,NULL
197610,00,2.8,NULL,NULL,NULL,NULL
197647,00,2.8,NULL,NULL,NULL,NULL
197674,00,2.6,NULL,NULL,NULL,NULL
197692,00,2.8,NULL,NULL,NULL,NULL
197708,00,3.5,690,680,670,29
197735,00,2.8,NULL,NULL,NULL,NULL
197744,00,3.1,NULL,NULL,NULL,NULL
197869,00,4.0,620,620,590,28
197911,00,3.1,520,500,480,22
197984,00,3.1,530,540,NULL,24
197993,00,3.4,NULL,NULL,NULL,NULL
198066,00,3.0,530,520,NULL,22
198136,00,3.4,645,655,650,27
198215,00,2.4,560,540,NULL,NULL
198303,00,2.6,440,430,420,17
198385,00,3.9,710,730,710,33
198419,00,3.2,790,760,780,34
198464,00,3.6,570,550,540,24
198507,00,4.0,470,450,440,18
198516,00,4.0,660,660,660,26
198543,00,3.0,470,450,430,19
198561,00,3.7,570,550,550,25
198598,00,2.8,520,500,480,21
198613,00,3.2,580,610,580,26
198677,00,3.2,NULL,NULL,NULL,NULL
198695,00,2.8,600,580,580,26
198747,00,3.1,NULL,NULL,NULL,NULL
198756,00,3.0,450,470,NULL,19
198808,00,3.1,NULL,NULL,NULL,NULL
198835,00,3.7,550,530,NULL,23
198862,00,2.6,410,410,390,16
198899,00,2.5,530,510,NULL,23
198950,00,3.2,570,570,NULL,25
198969,00,3.2,540,520,490,23
199032,00,3.1,530,550,NULL,23
199069,00,3.4,530,490,NULL,20
199102,00,2.7,500,480,470,21
199111,00,4.0,640,650,620,27
199120,00,4.6,710,700,690,32
199139,00,3.8,600,560,550,25
199148,00,3.6,560,560,540,25
199157,00,3.1,470,460,450,19
199184,00,3.7,610,630,610,26
199193,00,4.4,670,640,620,30
199209,00,3.4,500,470,NULL,20
199218,00,2.7,630,620,600,26
199272,00,3.1,510,520,NULL,21
199281,00,3.3,510,500,480,21
199306,00,3.5,540,520,500,22
199315,00,2.9,485,535,NULL,23
199412,00,3.6,580,560,560,26
199458,00,2.9,500,530,NULL,20
199582,00,2.6,435,423,NULL,17
199607,00,3.1,580,620,NULL,27
199643,00,2.4,NULL,NULL,NULL,NULL
199698,00,2.5,530,510,490,23
199847,00,3.3,NULL,NULL,NULL,NULL
199865,00,3.5,590,660,610,27
199962,00,3.3,570,550,530,24
199971,00,2.9,NULL,NULL,NULL,NULL
199999,00,3.1,490,470,460,19
200004,00,3.7,570,560,530,24
200059,00,3.0,505,533,475,23
200156,00,2.7,530,570,NULL,24
200217,00,2.7,560,570,NULL,25
200226,00,2.8,NULL,NULL,NULL,NULL
200244,00,3.3,NULL,NULL,NULL,NULL
200253,00,3.3,543,500,NULL,24
200280,00,3.0,610,590,550,26
200332,00,3.4,650,625,580,26
200484,00,3.5,NULL,NULL,NULL,NULL
200572,00,3.1,510,460,440,23
200800,00,3.0,610,590,NULL,25
200873,00,2.5,NULL,NULL,NULL,NULL
201061,00,3.0,570,540,530,24
201104,00,3.3,550,550,530,25
201195,00,2.5,590,610,NULL,27
201371,00,3.2,580,560,NULL,25
201441,00,3.3,570,560,580,24
201548,00,3.4,610,600,580,27
201645,00,3.0,760,720,710,33
201654,00,3.6,640,640,630,29
201690,00,2.6,450,470,NULL,19
201858,00,3.1,550,560,535,24
201885,00,3.5,640,620,600,28
201964,00,3.3,490,490,470,23
202046,00,3.0,610,620,590,26
202073,00,3.0,NULL,NULL,NULL,NULL
202134,00,3.2,580,570,NULL,25
202170,00,3.1,570,610,580,25
202480,00,3.6,630,600,590,29
202514,00,3.0,550,530,NULL,23
202523,00,3.6,670,660,NULL,31
202541,00,3.0,NULL,NULL,NULL,NULL
202611,00,3.3,NULL,NULL,NULL,NULL
202763,00,3.3,580,570,560,26
202806,00,2.7,NULL,NULL,NULL,NULL
202903,00,3.4,NULL,NULL,NULL,NULL
203085,00,3.1,NULL,NULL,NULL,NULL
203128,00,2.6,580,600,560,25
203368,00,3.5,600,590,600,27
203517,00,3.3,570,570,560,25
203535,00,3.9,690,720,730,32
203580,00,3.1,540,520,515,23
203757,00,3.0,NULL,NULL,NULL,NULL
203775,00,3.3,578,558,NULL,26
203845,00,3.4,630,NULL,660,27
204006,00,2.9,NULL,NULL,NULL,NULL
204015,00,3.2,NULL,NULL,NULL,NULL
204024,00,3.6,680,650,NULL,30
204176,00,3.5,NULL,NULL,NULL,24
204185,00,3.2,580,540,NULL,25
204194,00,3.3,580,620,NULL,26
204200,00,3.2,550,520,NULL,24
204264,00,3.2,540,520,500,24
204468,00,2.7,520,500,NULL,22
204501,00,3.6,715,740,730,32
204617,00,3.3,580,540,520,24
204635,00,3.7,650,620,620,29
204671,00,3.4,NULL,NULL,NULL,NULL
204796,00,2.7,720,660,660,31
204857,00,3.4,600,600,580,26
204909,00,3.4,630,620,610,27
204936,00,3.5,585,590,570,26
205027,00,3.4,NULL,NULL,NULL,NULL
205124,00,2.8,NULL,NULL,NULL,NULL
205443,00,3.0,NULL,NULL,NULL,NULL
205957,00,3.7,620,650,NULL,28
206002,00,2.6,NULL,NULL,NULL,NULL
206048,00,3.0,540,523,NULL,23
206084,00,3.0,600,570,560,25
206279,00,3.4,NULL,NULL,NULL,NULL
206330,00,2.7,NULL,NULL,NULL,NULL
206349,00,3.3,580,630,600,24
206437,00,3.4,580,570,NULL,25
206491,00,2.8,NULL,NULL,NULL,NULL
206507,00,3.2,570,550,NULL,24
206525,00,3.4,620,620,NULL,28
206589,00,3.7,660,670,650,30
206604,00,2.8,NULL,NULL,NULL,NULL
206622,00,3.6,610,600,590,27
206695,00,2.6,NULL,NULL,NULL,NULL
206835,00,3.2,560,520,500,24
206862,00,2.8,NULL,NULL,NULL,NULL
206914,00,2.5,NULL,NULL,NULL,NULL
206941,00,3.3,NULL,NULL,NULL,24
207041,00,3.3,560,530,NULL,23
207209,00,3.5,NULL,NULL,NULL,NULL
207263,00,3.3,NULL,NULL,NULL,23
207306,00,3.2,NULL,NULL,NULL,22
207324,00,3.5,610,620,570,28
207342,00,2.6,NULL,NULL,NULL,NULL
207351,00,2.6,NULL,NULL,NULL,21
207388,00,3.5,620,590,NULL,28
207403,00,3.6,600,600,NULL,27
207458,00,3.6,610,620,620,29
207500,00,3.6,650,630,NULL,29
207582,00,3.5,560,570,NULL,25
207661,00,3.4,NULL,NULL,NULL,23
207689,00,3.3,NULL,NULL,NULL,NULL
207722,00,3.4,530,545,NULL,24
207847,00,3.3,NULL,NULL,NULL,22
207856,00,3.0,605,575,570,23
207865,00,3.4,NULL,NULL,NULL,24
207971,00,3.8,690,710,NULL,32
208239,00,2.8,NULL,NULL,NULL,NULL
208488,00,3.4,550,550,NULL,24
208646,00,3.1,520,530,500,NULL
208725,00,2.5,NULL,NULL,NULL,NULL
208822,00,3.6,600,600,590,26
209056,00,3.9,670,700,690,31
209065,00,3.7,600,600,570,26
209108,00,3.4,NULL,NULL,NULL,NULL
209241,00,2.5,NULL,NULL,NULL,NULL
209287,00,3.4,580,650,590,27
209409,00,3.4,530,535,540,23
209490,00,2.9,NULL,NULL,NULL,NULL
209506,00,2.6,580,550,530,25
209533,00,3.0,NULL,NULL,NULL,NULL
209542,00,3.6,630,600,NULL,27
209551,00,3.6,620,600,NULL,27
209603,00,2.9,NULL,NULL,NULL,NULL
209612,00,3.6,610,600,NULL,27
209807,00,3.4,580,590,NULL,NULL
209825,00,3.6,650,650,NULL,NULL
209922,00,3.9,720,750,720,33
210146,00,3.3,560,570,540,NULL
210304,00,3.2,NULL,NULL,NULL,NULL
210331,00,3.6,590,590,568,26
210401,00,3.7,650,660,640,29
210429,00,3.2,540,530,NULL,NULL
210438,00,3.4,NULL,NULL,NULL,NULL
210492,00,3.4,550,580,530,25
210571,00,3.3,570,560,NULL,25
210669,00,3.7,650,640,630,29
210739,00,3.5,600,590,NULL,26
210775,00,3.3,540,530,530,22
210906,00,2.6,NULL,NULL,NULL,NULL
210942,00,2.7,NULL,NULL,NULL,NULL
210960,00,2.9,NULL,NULL,NULL,NULL
211024,00,2.7,548,568,540,24
211088,00,3.6,578,600,590,27
211158,00,3.3,550,530,530,23
211273,00,2.8,760,710,720,32
211291,00,3.5,720,680,690,32
211352,00,3.0,500,500,500,23
211361,00,3.1,540,530,510,21
211431,00,3.4,510,525,520,23
211440,00,3.7,790,740,750,34
211468,00,3.3,530,520,510,24
211477,00,2.7,NULL,NULL,NULL,NULL
211556,00,3.6,NULL,NULL,NULL,NULL
211583,00,3.2,520,540,520,23
211608,00,2.7,NULL,NULL,NULL,NULL
211644,00,3.2,520,510,500,NULL
211893,00,2.9,NULL,NULL,NULL,NULL
211981,00,3.2,560,563,540,25
212009,00,2.9,690,675,680,31
212054,00,3.6,680,630,630,30
212106,00,3.7,610,600,600,27
212115,00,2.8,530,480,NULL,22
212133,00,3.4,570,570,560,24
212160,00,3.1,520,520,500,22
212197,00,2.9,620,610,NULL,28
212577,00,2.7,NULL,NULL,NULL,NULL
212601,00,3.5,590,560,NULL,26
212656,00,2.9,600,590,570,26
212674,00,3.4,680,690,NULL,29
212771,00,2.9,NULL,NULL,NULL,NULL
212805,00,2.9,665,669,NULL,29
212832,00,2.7,530,520,520,22
212911,00,3.4,740,750,750,33
212984,00,3.1,510,510,510,22
213011,00,3.2,520,530,530,21
213020,00,3.2,540,530,520,22
213251,00,3.7,NULL,NULL,NULL,NULL
213303,00,2.5,500,500,490,21
213321,00,3.3,NULL,NULL,NULL,NULL
213349,00,3.2,530,520,510,22
213358,00,3.2,520,520,470,24
213367,00,3.3,550,550,NULL,25
213385,00,3.5,700,670,690,31
213400,00,3.4,560,570,550,22
213507,00,3.0,620,600,NULL,27
213543,00,3.2,740,670,NULL,32
213598,00,2.8,470,470,460,20
213613,00,3.3,520,510,500,23
213668,00,3.4,580,570,550,26
213783,00,3.3,540,530,500,23
213826,00,3.4,580,570,570,NULL
213987,00,3.3,580,580,560,26
213996,00,3.7,640,620,620,29
214041,00,3.0,560,550,540,24
214069,00,3.3,580,560,NULL,26
214148,00,2.8,530,570,NULL,29
214157,00,2.5,NULL,NULL,NULL,NULL
214166,00,3.3,510,490,490,22
214175,00,3.3,670,670,670,31
214272,00,2.9,480,470,470,20
214591,00,3.1,600,560,540,25
214625,00,3.4,570,550,520,27
214634,00,3.1,510,480,480,22
214643,00,3.4,570,550,500,23
214670,00,2.8,570,550,530,28
214689,00,2.6,560,530,530,23
214698,00,3.4,540,530,500,24
214704,00,2.5,570,530,520,25
214713,00,3.0,600,550,540,24
214731,00,2.6,560,520,530,23
214759,00,3.3,550,520,500,21
214777,00,3.0,670,630,640,29
214786,00,3.3,560,520,500,24
214801,00,2.6,550,510,510,24
214810,00,2.6,490,485,470,21
214829,00,2.7,570,540,520,25
214883,00,3.0,NULL,NULL,NULL,NULL
214971,00,3.2,NULL,NULL,NULL,NULL
